trip_id,sol,trip_index,crew_served,route_km,payload_kg,terrain_risk_score,energy_kwh,dust_storm_flag,battery_soh
449,104,3,100,3.41,201.4,0.526,14.35,0,0.9546
450,105,0,100,3.69,106.3,0.686,16.45,0,0.9543
451,105,1,100,5.92,144.3,0.51,17.72,0,0.9542
452,105,2,100,5.27,163.0,0.834,20.3,0,0.9542
453,105,3,100,4.18,198.2,0.392,15.52,0,0.9542
454,105,4,100,3.44,80.0,0.251,15.27,0,0.9542
455,105,5,100,1.37,112.5,0.644,18.48,0,0.9542
456,106,0,100,2.56,151.9,0.72,18.45,0,0.9538
457,106,1,100,2.53,179.9,0.135,10.82,0,0.9538
458,106,2,100,5.67,171.4,0.647,17.24,0,0.9537
459,106,3,100,4.13,127.4,0.411,15.53,0,0.9537
460,107,0,100,5.62,51.6,0.193,12.33,0,0.9534
461,107,1,100,2.24,164.5,0.404,16.71,0,0.9533
462,107,2,100,3.47,218.0,0.713,15.95,0,0.9533
463,107,3,100,3.39,92.3,0.495,14.68,0,0.9533
464,108,0,100,2.93,209.5,0.132,11.24,0,0.9529
465,108,1,100,2.06,94.2,0.775,18.83,0,0.9529
466,108,2,100,2.29,163.1,0.555,16.84,0,0.9529
467,108,3,100,4.12,128.5,0.785,21.56,0,0.9529
468,109,0,100,4.35,199.9,0.388,15.12,0,0.9525
469,109,1,100,6.12,164.0,0.196,14.03,0,0.9525
470,109,2,100,3.13,42.3,0.847,18.07,0,0.9525
471,109,3,100,5.54,149.0,0.847,18.8,0,0.9524
472,110,0,100,5.57,206.5,0.262,14.85,0,0.9521
473,110,1,100,2.05,141.3,0.449,16.23,0,0.952
474,110,2,100,0.95,138.6,0.383,14.22,0,0.952
475,110,3,100,4.52,69.8,0.508,15.81,0,0.952
476,111,0,100,3.15,151.6,0.598,17.74,0,0.9516
477,111,1,100,4.0,169.9,0.105,12.21,0,0.9516
478,111,2,100,3.88,85.5,0.586,16.12,0,0.9516
479,111,3,100,4.31,180.5,0.331,15.47,0,0.9516
480,112,0,100,5.08,136.0,0.182,14.69,0,0.9512
481,112,1,100,3.5,168.0,0.538,19.37,0,0.9512
482,112,2,100,5.27,168.9,0.613,16.38,0,0.9512
483,112,3,100,1.42,209.1,0.666,18.21,0,0.9511
484,112,4,100,2.99,48.5,0.588,14.74,0,0.9511
485,112,5,100,2.45,178.9,0.312,13.68,0,0.9511
486,113,0,100,6.42,153.9,0.84,18.83,0,0.9507
487,113,1,100,1.61,84.7,0.112,10.12,0,0.9507
488,113,2,100,3.06,206.1,0.714,17.54,0,0.9507
489,113,3,100,4.5,106.2,0.867,18.69,0,0.9507
490,114,0,100,1.1,118.5,0.811,17.43,0,0.9503
491,114,1,100,1.92,132.5,0.599,17.13,0,0.9503
492,114,2,100,1.13,70.7,0.257,11.38,0,0.9503
493,114,3,100,3.75,103.1,0.41,16.22,0,0.9502
494,115,0,100,0.98,131.0,0.392,14.18,0,0.9499
495,115,1,100,2.76,159.6,0.117,14.12,0,0.9498
496,115,2,100,6.34,195.7,0.381,16.25,0,0.9498
497,115,3,100,5.0,84.8,0.34,16.13,0,0.9498
498,116,0,100,5.34,51.5,0.861,18.43,0,0.9494
499,116,1,100,1.11,110.1,0.462,17.7,0,0.9494
500,116,2,100,1.78,98.4,0.422,15.08,0,0.9494
501,116,3,100,6.42,145.2,0.785,18.27,0,0.9494
502,117,0,100,3.68,95.5,0.892,19.87,0,0.949
503,117,1,100,5.83,169.2,0.506,16.06,0,0.949
504,117,2,100,6.1,162.9,0.113,11.32,0,0.949
505,117,3,100,1.62,53.1,0.733,15.64,0,0.9489
506,118,0,100,2.14,179.3,0.268,15.94,0,0.9486
507,118,1,100,5.94,173.1,0.884,18.23,0,0.9486
508,118,2,100,3.82,117.0,0.511,15.82,0,0.9485
509,118,3,100,5.05,99.2,0.877,20.25,0,0.9485
510,119,0,100,4.01,212.4,0.664,18.88,0,0.9482
511,119,1,100,4.15,63.4,0.784,19.18,0,0.9481
512,119,2,100,5.69,75.9,0.463,15.06,0,0.9481
513,119,3,100,2.69,169.0,0.458,18.17,0,0.9481
514,119,4,100,1.85,45.8,0.812,18.47,0,0.9481
515,119,5,100,3.14,54.7,0.689,17.14,0,0.9481
516,120,0,100,5.51,71.7,0.128,13.18,0,0.9477
517,120,1,100,5.06,44.8,0.785,16.72,0,0.9477
518,120,2,100,1.98,48.6,0.584,17.38,0,0.9476
519,120,3,100,2.71,143.2,0.267,14.97,0,0.9476
520,121,0,100,3.39,138.1,0.466,15.31,0,0.9473
521,121,1,100,1.82,163.6,0.827,18.84,0,0.9472
522,121,2,100,5.02,209.8,0.582,16.26,0,0.9472
523,121,3,100,4.57,98.8,0.771,19.04,0,0.9472
524,122,0,100,2.58,70.8,0.875,19.59,0,0.9468
525,122,1,100,4.87,207.4,0.724,19.71,0,0.9468
526,122,2,100,0.89,137.9,0.586,15.88,0,0.9468
527,122,3,100,2.86,136.6,0.554,17.72,0,0.9468
528,123,0,100,6.4,211.7,0.453,12.9,0,0.9464
529,123,1,100,6.46,48.2,0.59,17.23,0,0.9464
530,123,2,100,6.16,47.5,0.605,15.03,0,0.9463
531,123,3,100,2.99,94.4,0.227,14.3,0,0.9463
532,124,0,100,1.27,86.8,0.364,14.52,0,0.946
533,124,1,100,2.77,54.8,0.117,12.43,0,0.9459
534,124,2,100,3.02,153.5,0.293,17.25,0,0.9459
535,124,3,100,3.17,118.9,0.467,19.82,0,0.9459
536,125,0,100,1.04,128.4,0.554,16.2,0,0.9455
537,125,1,100,3.6,77.3,0.321,14.25,0,0.9455
538,125,2,100,5.83,155.5,0.655,19.84,0,0.9455
539,125,3,100,4.05,128.6,0.264,15.91,0,0.9455
540,126,0,100,4.16,139.1,0.357,12.36,0,0.9451
541,126,1,100,5.13,98.7,0.818,19.42,0,0.9451
542,126,2,100,3.4,68.4,0.497,15.89,0,0.9451
543,126,3,100,4.79,66.3,0.715,17.67,0,0.945
544,126,4,100,2.62,154.2,0.536,17.72,0,0.945
545,126,5,100,5.69,174.6,0.533,16.06,0,0.945
546,127,0,100,1.83,59.7,0.569,14.88,0,0.9446
547,127,1,100,5.89,179.6,0.868,18.36,0,0.9446
548,127,2,100,5.2,70.8,0.173,13.67,0,0.9446
549,127,3,100,3.45,122.4,0.315,16.23,0,0.9446
550,128,0,100,6.38,93.8,0.565,15.35,0,0.9442
551,128,1,100,1.8,44.9,0.768,17.93,0,0.9442
552,128,2,100,2.97,209.8,0.545,14.5,0,0.9442
553,128,3,100,4.19,96.1,0.133,14.38,0,0.9441
554,129,0,100,1.69,84.8,0.421,15.53,0,0.9438
555,129,1,100,5.66,196.1,0.237,14.52,0,0.9437
556,129,2,100,4.52,80.4,0.59,15.8,0,0.9437
557,129,3,100,0.88,104.4,0.356,15.78,0,0.9437
558,130,0,100,1.67,125.2,0.597,18.88,0,0.9433
559,130,1,100,5.82,168.0,0.698,17.66,0,0.9433
560,130,2,100,1.3,124.3,0.322,14.81,0,0.9433
561,130,3,100,3.08,111.2,0.181,13.59,0,0.9433
562,131,0,100,3.1,208.5,0.615,17.21,0,0.9429
563,131,1,100,3.68,174.0,0.619,16.77,0,0.9429
564,131,2,100,2.35,218.7,0.201,12.61,0,0.9429
565,131,3,100,3.5,170.7,0.714,18.46,0,0.9429
566,132,0,100,4.46,43.4,0.672,19.3,0,0.9425
567,132,1,100,2.46,133.0,0.154,14.14,0,0.9425
568,132,2,100,5.93,122.5,0.64,15.92,0,0.9424
569,132,3,100,0.84,168.5,0.871,20.63,0,0.9424
570,133,0,100,1.0,62.3,0.345,16.55,0,0.9421
571,133,1,100,6.34,102.2,0.648,19.02,0,0.942
572,133,2,100,5.94,138.5,0.656,18.89,0,0.942
573,133,3,100,3.13,108.9,0.179,14.34,0,0.942
574,133,4,100,6.15,144.6,0.587,15.33,0,0.942
575,133,5,100,4.99,61.2,0.482,17.06,0,0.942
576,134,0,100,3.03,212.4,0.656,16.48,0,0.9416
577,134,1,100,4.47,171.5,0.553,16.76,0,0.9416
578,134,2,100,1.03,57.7,0.627,17.58,0,0.9415
579,134,3,100,0.95,199.5,0.631,18.36,0,0.9415
580,135,0,100,5.63,120.5,0.607,15.12,0,0.9411
581,135,1,100,0.9,179.3,0.416,15.65,0,0.9411
582,135,2,100,5.63,112.5,0.105,12.37,0,0.9411
583,135,3,100,3.78,214.6,0.749,17.97,0,0.9411
584,136,0,100,4.57,199.3,0.228,15.41,0,0.9407
585,136,1,100,4.64,166.6,0.58,15.84,0,0.9407
586,136,2,100,1.47,115.3,0.73,17.65,0,0.9407
587,136,3,100,2.76,212.0,0.303,13.7,0,0.9407
588,137,0,100,2.81,173.4,0.198,14.77,0,0.9403
589,137,1,100,5.72,122.4,0.105,12.89,0,0.9403
590,137,2,100,4.94,68.5,0.621,16.49,0,0.9402
591,137,3,100,4.98,202.4,0.455,14.85,0,0.9402
592,138,0,100,4.49,119.5,0.625,16.04,0,0.9399
593,138,1,100,2.72,107.1,0.752,21.0,0,0.9398
594,138,2,100,4.05,144.0,0.272,15.77,0,0.9398
595,138,3,100,2.61,54.2,0.293,12.34,0,0.9398
596,139,0,100,4.3,162.2,0.878,17.18,0,0.9394
597,139,1,100,1.04,206.8,0.624,16.36,0,0.9394
598,139,2,100,5.33,203.5,0.315,13.56,0,0.9394
599,139,3,100,1.08,149.0,0.843,18.54,0,0.9394
600,140,0,100,3.84,152.7,0.238,12.43,0,0.939
601,140,1,100,3.23,104.1,0.122,12.46,0,0.939
602,140,2,100,4.38,160.8,0.2,16.02,0,0.939
603,140,3,100,2.39,187.7,0.383,13.11,0,0.9389
604,140,4,100,2.4,67.6,0.152,14.26,0,0.9389
605,140,5,100,4.39,93.3,0.353,14.25,0,0.9389
606,141,0,100,3.38,92.7,0.555,14.98,0,0.9385
607,141,1,100,4.46,82.5,0.122,14.6,0,0.9385
608,141,2,100,1.57,43.8,0.191,13.63,0,0.9385
609,141,3,100,2.67,44.1,0.201,13.59,0,0.9385
610,142,0,100,4.35,47.2,0.249,12.97,0,0.9381
611,142,1,100,2.01,165.6,0.571,18.17,0,0.9381
612,142,2,100,2.4,214.7,0.175,14.96,0,0.9381
613,142,3,100,5.36,194.1,0.782,17.62,0,0.938
614,143,0,100,2.86,80.4,0.309,18.27,0,0.9377
615,143,1,100,3.82,62.1,0.876,19.41,0,0.9376
616,143,2,100,5.45,123.2,0.671,15.1,0,0.9376
617,143,3,100,5.8,176.6,0.347,14.12,0,0.9376
618,144,0,100,4.18,195.5,0.592,17.66,0,0.9372
619,144,1,100,5.1,104.9,0.346,13.3,0,0.9372
620,144,2,100,1.72,116.6,0.271,15.27,0,0.9372
621,144,3,100,4.42,45.7,0.614,19.44,0,0.9372
622,145,0,100,1.62,75.2,0.223,13.2,0,0.9368
623,145,1,100,1.23,200.2,0.318,12.3,0,0.9368
624,145,2,100,2.86,129.4,0.292,14.61,0,0.9368
625,145,3,100,5.55,128.7,0.829,18.65,0,0.9368
626,146,0,100,5.57,163.3,0.679,15.77,0,0.9364
627,146,1,100,6.33,61.3,0.472,15.19,0,0.9364
628,146,2,100,4.08,133.4,0.832,18.17,0,0.9363
629,146,3,100,4.3,171.2,0.24,12.4,0,0.9363
630,147,0,100,4.86,66.0,0.105,11.63,0,0.9359
631,147,1,100,3.74,213.5,0.441,16.99,0,0.9359
632,147,2,100,3.04,98.6,0.352,13.87,0,0.9359
633,147,3,100,5.06,215.3,0.155,15.28,0,0.9359
634,147,4,100,1.21,79.9,0.848,19.33,0,0.9359
635,147,5,100,1.98,215.7,0.547,15.37,0,0.9358
636,148,0,100,4.3,111.4,0.157,12.33,0,0.9355
637,148,1,100,5.41,213.1,0.563,17.75,0,0.9355
638,148,2,100,1.11,190.9,0.496,17.24,0,0.9354
639,148,3,100,2.76,46.2,0.394,13.78,0,0.9354
640,149,0,100,6.07,92.6,0.265,14.47,0,0.935
641,149,1,100,6.1,180.2,0.686,17.57,0,0.935
642,149,2,100,1.71,200.9,0.138,12.13,0,0.935
643,149,3,100,4.56,85.1,0.751,18.01,0,0.935
644,150,0,100,6.2,161.2,0.121,12.37,0,0.9346
645,150,1,100,4.89,115.2,0.105,14.48,0,0.9346
646,150,2,100,2.78,49.0,0.49,20.29,0,0.9346
647,150,3,100,4.12,93.1,0.227,12.38,0,0.9346
648,151,0,100,4.92,117.5,0.727,17.48,0,0.9342
649,151,1,100,3.28,191.3,0.788,18.91,0,0.9342
650,151,2,100,4.91,174.1,0.618,18.74,0,0.9342
651,151,3,100,2.73,202.6,0.514,14.36,0,0.9341
652,152,0,100,4.53,86.6,0.196,13.33,0,0.9338
653,152,1,100,1.98,174.9,0.25,12.68,0,0.9337
654,152,2,100,2.93,60.6,0.346,12.9,0,0.9337
655,152,3,100,1.42,98.8,0.32,12.88,0,0.9337
656,153,0,100,1.57,87.2,0.682,18.84,0,0.9333
657,153,1,100,3.26,78.4,0.133,12.73,0,0.9333
658,153,2,100,3.79,46.6,0.572,13.16,0,0.9333
659,153,3,100,2.59,107.7,0.851,18.9,0,0.9333
660,154,0,100,2.59,106.6,0.293,14.16,0,0.9329
661,154,1,100,5.75,218.5,0.236,14.69,0,0.9329
662,154,2,100,4.67,126.9,0.177,13.21,0,0.9329
663,154,3,100,1.19,139.7,0.852,19.8,0,0.9328
664,154,4,100,2.19,55.3,0.398,16.45,0,0.9328
665,154,5,100,4.6,169.6,0.558,15.56,0,0.9328
666,155,0,100,3.93,98.2,0.498,15.07,0,0.9324
667,155,1,100,1.96,55.0,0.357,15.2,0,0.9324
668,155,2,100,3.96,121.4,0.302,14.01,0,0.9324
669,155,3,100,4.71,156.7,0.336,14.31,0,0.9324
670,156,0,100,1.38,179.2,0.515,19.38,0,0.932
671,156,1,100,5.42,197.3,0.288,17.02,0,0.932
672,156,2,100,6.05,45.8,0.566,17.76,0,0.932
673,156,3,100,2.16,131.0,0.696,17.99,0,0.9319
674,157,0,100,4.33,193.7,0.832,20.03,0,0.9316
675,157,1,100,1.17,64.9,0.52,15.51,0,0.9315
676,157,2,100,2.18,64.0,0.63,17.42,0,0.9315
677,157,3,100,6.34,193.5,0.42,17.07,0,0.9315
678,158,0,100,4.31,49.5,0.719,14.99,0,0.9311
679,158,1,100,5.32,110.6,0.816,16.53,0,0.9311
680,158,2,100,4.41,77.4,0.419,14.75,0,0.9311
681,158,3,100,4.31,99.2,0.556,17.44,0,0.9311
682,159,0,100,5.81,50.1,0.858,19.85,0,0.9307
683,159,1,100,5.06,65.8,0.115,14.22,0,0.9307
684,159,2,100,3.97,64.9,0.155,15.71,0,0.9307
685,159,3,100,2.55,142.9,0.489,15.45,0,0.9306
686,160,0,100,1.5,133.4,0.772,19.08,0,0.9303
687,160,1,100,1.53,77.5,0.358,13.59,0,0.9303
688,160,2,100,6.06,123.2,0.87,19.19,0,0.9302
689,160,3,100,4.65,94.0,0.529,13.61,0,0.9302
690,161,0,100,3.32,180.5,0.671,17.59,0,0.9298
691,161,1,100,3.59,68.2,0.435,15.02,0,0.9298
692,161,2,100,2.21,80.0,0.461,17.41,0,0.9298
693,161,3,100,4.29,57.0,0.141,14.59,0,0.9298
694,161,4,100,4.59,81.2,0.124,13.61,0,0.9298
695,161,5,100,6.2,174.2,0.714,15.8,0,0.9297
696,162,0,100,3.15,111.9,0.845,19.31,0,0.9294
697,162,1,100,6.05,109.0,0.377,12.98,0,0.9294
698,162,2,100,4.7,192.0,0.547,15.17,0,0.9293
699,162,3,100,1.4,120.4,0.354,14.28,0,0.9293
700,163,0,100,1.58,46.9,0.752,18.38,0,0.9289
701,163,1,100,1.14,139.0,0.815,19.6,0,0.9289
702,163,2,100,6.42,148.0,0.766,17.02,0,0.9289
703,163,3,100,6.22,105.9,0.632,16.44,0,0.9289
704,164,0,100,5.42,51.1,0.57,14.98,0,0.9285
705,164,1,100,5.4,156.8,0.249,12.48,0,0.9285
706,164,2,100,5.77,40.7,0.555,18.66,0,0.9285
707,164,3,100,4.8,179.6,0.319,14.24,0,0.9285
708,165,0,100,5.33,200.7,0.181,13.84,0,0.9281
709,165,1,100,4.79,152.5,0.508,17.53,0,0.9281
710,165,2,100,2.97,197.5,0.317,14.16,0,0.9281
711,165,3,100,4.47,173.5,0.526,14.11,0,0.928
712,166,0,100,5.91,192.4,0.522,14.73,0,0.9277
713,166,1,100,5.71,112.7,0.443,16.03,0,0.9276
714,166,2,100,3.87,128.1,0.765,18.14,0,0.9276
715,166,3,100,2.17,142.2,0.741,18.97,0,0.9276
716,167,0,100,1.34,154.8,0.582,14.72,0,0.9272
717,167,1,100,5.34,93.0,0.841,15.96,0,0.9272
718,167,2,100,2.62,90.2,0.646,17.94,0,0.9272
719,167,3,100,5.6,132.3,0.141,12.94,0,0.9272
720,168,0,100,2.06,213.5,0.618,14.91,0,0.9268
721,168,1,100,5.49,62.0,0.594,15.82,0,0.9268
722,168,2,100,5.24,94.1,0.571,16.81,0,0.9268
723,168,3,100,1.93,53.0,0.782,16.0,0,0.9267
724,168,4,100,1.81,60.3,0.199,13.78,0,0.9267
725,168,5,100,5.5,90.9,0.665,16.42,0,0.9267
726,169,0,100,4.54,43.9,0.634,18.39,0,0.9263
727,169,1,100,2.6,61.4,0.726,16.16,0,0.9263
728,169,2,100,5.53,110.6,0.662,19.29,0,0.9263
729,169,3,100,6.19,159.4,0.709,17.98,0,0.9263
730,170,0,100,2.67,133.0,0.834,18.98,0,0.9259
731,170,1,100,5.97,204.4,0.777,18.71,0,0.9259
732,170,2,100,2.84,45.0,0.391,13.45,0,0.9259
733,170,3,100,6.24,68.6,0.626,19.84,0,0.9258
734,171,0,100,3.98,187.7,0.567,14.84,0,0.9255
735,171,1,100,2.36,108.0,0.617,16.6,0,0.9254
736,171,2,100,5.16,69.8,0.579,14.44,0,0.9254
737,171,3,100,6.03,51.3,0.255,12.9,0,0.9254
738,172,0,100,3.39,55.5,0.148,11.17,0,0.925
739,172,1,100,1.5,175.1,0.541,15.74,0,0.925
740,172,2,100,5.17,137.8,0.85,17.95,0,0.925
741,172,3,100,5.05,100.6,0.764,18.86,0,0.925
742,173,0,100,0.9,104.1,0.17,13.47,0,0.9246
743,173,1,100,1.74,62.9,0.733,17.79,0,0.9246
744,173,2,100,1.03,165.1,0.203,15.23,0,0.9246
745,173,3,100,4.73,71.0,0.619,19.59,0,0.9245
746,174,0,100,4.77,199.0,0.662,15.65,0,0.9242
747,174,1,100,1.0,191.7,0.271,14.4,0,0.9242
748,174,2,100,2.25,196.9,0.795,16.5,0,0.9241
749,174,3,100,5.29,181.7,0.746,17.24,0,0.9241
750,175,0,100,0.87,210.2,0.362,15.67,0,0.9237
751,175,1,100,2.97,77.2,0.746,15.73,0,0.9237
752,175,2,100,3.02,218.3,0.89,17.71,0,0.9237
753,175,3,100,1.33,40.9,0.679,16.6,0,0.9237
754,175,4,100,1.04,143.9,0.111,11.02,0,0.9237
755,175,5,100,4.71,62.0,0.298,15.09,0,0.9236
756,176,0,100,5.63,172.3,0.463,18.14,0,0.9233
757,176,1,100,6.23,50.0,0.526,17.11,0,0.9233
758,176,2,100,4.35,173.0,0.803,20.52,0,0.9232
759,176,3,100,1.01,205.5,0.799,20.97,0,0.9232
760,177,0,100,1.14,186.4,0.718,16.39,0,0.9229
761,177,1,100,1.12,148.4,0.518,18.06,0,0.9228
762,177,2,100,2.11,207.2,0.868,19.7,0,0.9228
763,177,3,100,4.58,198.5,0.492,15.84,0,0.9228
764,178,0,100,6.23,218.6,0.188,16.5,0,0.9224
765,178,1,100,6.47,206.5,0.134,12.41,0,0.9224
766,178,2,100,2.03,202.8,0.854,18.81,0,0.9224
767,178,3,100,3.4,95.1,0.865,18.57,0,0.9224
768,179,0,100,2.56,62.7,0.355,16.45,0,0.922
769,179,1,100,4.29,129.7,0.679,18.7,0,0.922
770,179,2,100,1.54,151.9,0.698,19.63,0,0.922
771,179,3,100,5.98,121.1,0.864,16.23,0,0.9219
772,180,0,100,1.46,192.6,0.655,19.01,1,0.9216
773,180,1,100,1.99,44.9,1.0,20.21,1,0.9215
774,180,2,100,5.77,184.1,0.611,16.04,1,0.9215
775,180,3,100,5.21,110.5,0.633,17.69,1,0.9215
776,181,0,100,5.81,45.9,1.0,18.63,1,0.9211
777,181,1,100,3.39,65.5,0.615,17.2,1,0.9211
778,181,2,100,3.41,151.1,0.694,16.32,1,0.9211
779,181,3,100,3.35,77.5,1.0,17.39,1,0.9211
780,182,0,100,4.23,46.1,0.711,18.65,1,0.9207
781,182,1,100,5.73,162.3,0.572,16.19,1,0.9207
782,182,2,100,2.7,150.2,0.377,18.4,1,0.9207
783,182,3,100,3.76,156.1,0.821,18.46,1,0.9206
784,182,4,100,2.64,103.7,0.696,17.78,1,0.9206
785,182,5,100,2.05,214.4,0.51,15.86,1,0.9206
786,183,0,100,6.04,132.6,0.429,13.46,1,0.9202
787,183,1,100,2.84,95.3,0.38,16.05,1,0.9202
788,183,2,100,1.0,125.4,0.944,20.58,1,0.9202
789,183,3,100,1.95,135.0,1.0,19.79,1,0.9202
790,184,0,100,5.62,44.1,0.746,16.41,1,0.9198
791,184,1,100,5.42,43.4,0.524,16.38,1,0.9198
792,184,2,100,4.45,119.6,0.801,19.48,1,0.9198
793,184,3,100,1.46,101.5,0.772,18.85,1,0.9197
794,185,0,100,1.75,89.9,0.537,17.35,1,0.9194
795,185,1,100,4.08,46.4,1.0,22.13,1,0.9194
796,185,2,100,1.4,129.7,0.945,20.41,1,0.9193
797,185,3,100,1.83,183.2,0.505,16.07,1,0.9193
798,186,0,100,3.88,216.9,0.424,12.63,1,0.9189
799,186,1,100,4.91,124.6,0.772,19.03,1,0.9189
800,186,2,100,2.69,116.6,0.403,15.81,1,0.9189
801,186,3,100,3.35,87.7,0.377,13.85,1,0.9189
802,187,0,100,2.91,130.6,1.0,17.39,1,0.9185
803,187,1,100,4.05,61.6,0.595,17.11,1,0.9185
804,187,2,100,4.79,49.5,0.705,17.93,1,0.9185
805,187,3,100,2.04,103.0,0.38,15.88,1,0.9184
806,188,0,100,3.96,204.5,1.0,19.69,1,0.9181
807,188,1,100,2.36,52.3,1.0,20.83,1,0.9181
808,188,2,100,2.05,127.3,1.0,19.08,1,0.918
809,188,3,100,3.59,145.8,1.0,18.28,1,0.918
810,189,0,100,2.17,74.5,0.865,19.6,1,0.9176
811,189,1,100,4.37,114.5,0.605,15.85,1,0.9176
812,189,2,100,2.85,137.3,0.644,17.17,1,0.9176
813,189,3,100,1.37,157.5,1.0,18.58,1,0.9176
814,189,4,100,3.74,211.1,0.87,18.32,1,0.9176
815,189,5,100,2.87,138.5,0.561,18.04,1,0.9175
816,190,0,100,3.62,136.0,0.906,17.41,1,0.9172
817,190,1,100,3.7,64.6,1.0,22.36,1,0.9172
818,190,2,100,4.43,107.1,0.609,16.75,1,0.9171
819,190,3,100,5.99,212.3,0.74,19.85,1,0.9171
820,191,0,100,1.89,168.2,1.0,19.27,1,0.9168
821,191,1,100,1.27,101.8,0.405,16.9,1,0.9167
822,191,2,100,5.79,149.8,0.7,16.65,1,0.9167
823,191,3,100,2.06,203.2,1.0,20.45,1,0.9167
824,192,0,100,6.47,208.5,0.789,18.05,1,0.9163
825,192,1,100,1.48,181.8,0.998,19.36,1,0.9163
826,192,2,100,5.66,172.2,0.999,18.5,1,0.9163
827,192,3,100,4.06,177.3,0.46,15.56,1,0.9163
828,193,0,100,5.11,56.3,0.629,17.29,1,0.9159
829,193,1,100,5.15,139.7,1.0,19.3,1,0.9159
830,193,2,100,6.38,93.7,0.604,16.13,1,0.9159
831,193,3,100,0.93,128.0,0.436,14.59,1,0.9158
832,194,0,100,1.31,41.8,0.984,21.06,1,0.9155
833,194,1,100,2.85,188.8,0.716,19.32,1,0.9154
834,194,2,100,1.04,166.5,0.601,16.45,1,0.9154
835,194,3,100,4.87,105.4,1.0,19.23,1,0.9154
836,195,0,100,4.01,101.9,0.525,18.45,1,0.915
837,195,1,100,6.0,202.8,1.0,18.14,1,0.915
838,195,2,100,4.65,83.5,0.932,17.24,1,0.915
839,195,3,100,2.28,62.6,0.873,19.23,1,0.915
840,196,0,100,2.22,154.3,0.851,16.45,1,0.9146
841,196,1,100,2.53,48.4,0.777,18.85,1,0.9146
842,196,2,100,3.64,96.8,0.36,15.54,1,0.9146
843,196,3,100,3.29,70.3,0.425,13.26,1,0.9145
844,196,4,100,0.99,75.2,0.509,17.16,1,0.9145
845,196,5,100,1.09,179.6,1.0,18.09,1,0.9145
846,197,0,100,4.77,205.6,0.877,20.02,1,0.9141
847,197,1,100,4.26,80.8,0.515,15.32,1,0.9141
848,197,2,100,1.48,175.3,0.706,16.7,1,0.9141
849,197,3,100,5.94,45.0,1.0,20.17,1,0.9141
850,198,0,100,5.38,50.1,0.875,20.38,1,0.9137
851,198,1,100,5.13,212.0,0.52,13.94,1,0.9137
852,198,2,100,4.22,158.8,0.795,18.3,1,0.9137
853,198,3,100,2.01,61.5,0.546,15.47,1,0.9136
854,199,0,100,6.25,46.5,0.465,13.43,1,0.9133
855,199,1,100,2.0,62.1,0.85,18.26,1,0.9133
856,199,2,100,4.92,88.4,0.953,21.76,1,0.9132
857,199,3,100,3.13,102.9,1.0,21.7,1,0.9132
858,200,0,100,3.99,59.2,0.958,19.0,1,0.9128
859,200,1,100,4.73,93.7,0.393,15.69,1,0.9128
860,200,2,100,5.04,207.1,0.497,14.46,1,0.9128
861,200,3,100,5.29,191.0,0.59,14.67,1,0.9128
862,201,0,100,3.42,59.9,0.394,16.82,1,0.9124
863,201,1,100,0.93,201.6,0.494,14.05,1,0.9124
864,201,2,100,3.27,54.0,0.945,20.33,1,0.9124
865,201,3,100,6.37,132.2,1.0,19.5,1,0.9123
866,202,0,100,2.41,98.9,0.854,16.92,1,0.912
867,202,1,100,3.97,171.5,0.416,18.61,1,0.912
868,202,2,100,3.19,82.1,0.453,16.26,1,0.9119
869,202,3,100,1.02,169.4,0.849,21.49,1,0.9119
870,203,0,100,1.28,168.3,0.358,16.7,1,0.9115
871,203,1,100,5.04,56.2,0.399,15.82,1,0.9115
872,203,2,100,4.09,121.6,0.849,18.35,1,0.9115
873,203,3,100,2.09,104.9,0.46,15.77,1,0.9115
874,203,4,100,4.32,40.3,0.374,15.49,1,0.9115
875,203,5,100,3.42,123.9,0.941,18.84,1,0.9114
876,204,0,100,4.81,158.5,0.459,15.51,1,0.9111
877,204,1,100,1.66,159.3,0.453,13.43,1,0.9111
878,204,2,100,2.67,172.2,0.508,14.58,1,0.911
879,204,3,100,1.22,171.6,0.955,20.2,1,0.911
880,205,0,100,2.47,54.1,0.704,18.58,1,0.9107
881,205,1,100,4.9,203.1,0.863,16.26,1,0.9106
882,205,2,100,5.53,55.2,0.418,18.04,1,0.9106
883,205,3,100,2.87,187.5,0.38,15.86,1,0.9106
884,206,0,100,6.19,98.0,0.683,17.81,1,0.9102
885,206,1,100,3.43,209.2,0.508,16.89,1,0.9102
886,206,2,100,2.81,180.9,0.998,18.61,1,0.9102
887,206,3,100,3.82,152.3,1.0,19.65,1,0.9102
888,207,0,100,5.19,56.4,0.402,13.85,1,0.9098
889,207,1,100,4.59,109.8,0.709,19.87,1,0.9098
890,207,2,100,6.19,193.6,0.861,19.3,1,0.9097
891,207,3,100,6.3,71.7,1.0,21.99,1,0.9097
892,208,0,100,4.25,147.0,0.811,19.55,1,0.9094
893,208,1,100,1.76,159.7,0.695,18.91,1,0.9093
894,208,2,100,1.66,159.9,0.559,16.84,1,0.9093
895,208,3,100,2.79,169.9,0.803,18.24,1,0.9093
896,209,0,100,1.07,198.2,0.509,17.81,1,0.9089
897,209,1,100,1.73,86.2,0.935,18.26,1,0.9089
898,209,2,100,2.6,77.2,1.0,20.41,1,0.9089
899,209,3,100,3.01,135.4,0.764,17.14,1,0.9089
